"Plot Title: SLICE BUTTE"
"#","Date Time, GMT-07:00","Rain, in (LGR S/N: 2252775, SEN S/N: 2007610, LBL: PPT)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2244650, LBL: S.'C.50)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2244651, LBL: S.'C.10)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2250730, LBL: Air.'C.2m)","RH, % (LGR S/N: 2252775, SEN S/N: 2250730, LBL: RH)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252914, LBL: C.10)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252915, LBL: B.10)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252917, LBL: C.50)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252918, LBL: B.50)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252919, LBL: A.10)","Water Content, m³/m³ (LGR S/N: 2252775, SEN S/N: 2252921, LBL: A.50)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2442411, LBL: Air.'C.3m)","Temp, °F (LGR S/N: 2252775, SEN S/N: 2442412, LBL: Air.'C. 1m)"
2497,07/22/22 04:00:00 PM,0.000,59.185,64.503,75.594,59.500,0.1641,0.1115,0.1094,0.1870,0.1034,0.1251,75.074,87.847
2498,07/22/22 04:30:00 PM,0.000,59.185,64.888,75.160,56.200,0.1637,0.1115,0.1090,0.1870,0.1034,0.1246,74.250,91.776
2499,07/22/22 05:00:00 PM,0.000,59.185,65.273,76.375,60.200,0.1637,0.1115,0.1085,0.1866,0.1034,0.1246,75.594,92.903
2500,07/22/22 05:30:00 PM,0.000,59.229,65.487,74.381,57.300,0.1637,0.1115,0.1085,0.1866,0.1034,0.1242,74.727,88.306
2501,07/22/22 06:00:00 PM,0.000,59.229,65.615,71.490,61.600,0.1637,0.1115,0.1085,0.1866,0.1034,0.1242,72.136,81.199
2502,07/22/22 06:30:00 PM,0.000,59.229,65.574,70.329,65.300,0.1637,0.1119,0.1081,0.1866,0.1034,0.1242,71.447,78.121
2503,07/22/22 07:00:00 PM,0.000,59.185,65.487,67.798,68.500,0.1637,0.1119,0.1081,0.1866,0.1039,0.1246,69.343,69.643
2504,07/22/22 07:30:00 PM,0.000,59.185,65.316,63.648,73.200,0.1637,0.1119,0.1081,0.1866,0.1039,0.1251,65.017,61.848
2505,07/22/22 08:00:00 PM,0.000,59.185,65.102,62.406,77.000,0.1637,0.1115,0.1081,0.1866,0.1043,0.1251,64.546,60.433
2506,07/22/22 08:30:00 PM,0.000,59.185,64.845,59.659,81.700,0.1637,0.1119,0.1085,0.1870,0.1043,0.1251,61.848,57.160
2507,07/22/22 09:00:00 PM,0.000,59.185,64.589,59.099,82.300,0.1641,0.1115,0.1085,0.1874,0.1043,0.1251,61.506,56.295
2508,07/22/22 09:30:00 PM,0.000,59.142,64.332,58.023,84.900,0.1641,0.1115,0.1085,0.1870,0.1043,0.1251,59.272,54.777
2509,07/22/22 10:00:00 PM,0.000,59.142,64.074,56.988,86.800,0.1641,0.1115,0.1090,0.1874,0.1047,0.1251,58.971,53.908
2510,07/22/22 10:30:00 PM,0.000,59.142,63.819,56.556,88.300,0.1641,0.1115,0.1094,0.1879,0.1047,0.1251,58.411,53.559
2511,07/22/22 11:00:00 PM,0.000,59.142,63.561,56.383,88.700,0.1641,0.1115,0.1094,0.1879,0.1047,0.1255,58.023,53.298
2512,07/22/22 11:30:00 PM,0.000,59.185,63.304,55.038,91.100,0.1641,0.1115,0.1094,0.1879,0.1047,0.1255,56.728,52.291
2513,07/23/22 12:00:00 AM,0.000,59.185,63.090,56.251,91.700,0.1641,0.1111,0.1094,0.1879,0.1051,0.1255,58.109,53.384
2514,07/23/22 12:30:00 AM,0.000,59.185,62.875,57.506,92.000,0.1641,0.1111,0.1098,0.1879,0.1051,0.1255,59.099,54.777
2515,07/23/22 01:00:00 AM,0.000,59.185,62.661,58.109,91.500,0.1641,0.1111,0.1098,0.1883,0.1047,0.1255,59.272,55.819
2516,07/23/22 01:30:00 AM,0.000,59.185,62.490,58.411,90.900,0.1641,0.1111,0.1098,0.1883,0.1051,0.1255,59.099,56.512
2517,07/23/22 02:00:00 AM,0.000,59.185,62.319,55.690,93.700,0.1641,0.1111,0.1102,0.1883,0.1051,0.1255,56.599,53.602
2518,07/23/22 02:30:00 AM,0.000,59.185,62.191,55.776,94.200,0.1641,0.1111,0.1102,0.1883,0.1051,0.1255,56.642,53.733
2519,07/23/22 03:00:00 AM,0.000,59.185,62.062,54.082,95.700,0.1641,0.1111,0.1102,0.1883,0.1051,0.1255,54.909,52.335
2520,07/23/22 03:30:00 AM,0.000,59.185,61.891,53.776,96.000,0.1641,0.1111,0.1107,0.1883,0.1051,0.1255,54.561,52.072
2521,07/23/22 04:00:00 AM,0.000,59.185,61.761,53.776,96.400,0.1641,0.1111,0.1107,0.1887,0.1051,0.1255,54.691,51.984
2522,07/23/22 04:30:00 AM,0.000,59.185,61.590,52.992,96.600,0.1641,0.1111,0.1107,0.1887,0.1051,0.1255,53.820,51.282
2523,07/23/22 05:00:00 AM,0.000,59.185,61.462,51.633,97.100,0.1641,0.1111,0.1107,0.1887,0.1051,0.1255,52.203,50.311
2524,07/23/22 05:30:00 AM,0.000,59.185,61.290,51.237,97.300,0.1641,0.1111,0.1111,0.1887,0.1051,0.1259,51.895,49.914
2525,07/23/22 06:00:00 AM,0.000,59.185,61.119,50.709,97.400,0.1649,0.1111,0.1111,0.1891,0.1051,0.1259,51.282,49.383
2526,07/23/22 06:30:00 AM,0.000,59.185,60.991,53.166,97.600,0.1641,0.1111,0.1115,0.1887,0.1051,0.1259,53.384,53.602
2527,07/23/22 07:00:00 AM,0.000,59.229,60.818,54.212,97.500,0.1645,0.1111,0.1111,0.1891,0.1051,0.1259,54.387,54.995
2528,07/23/22 07:30:00 AM,0.000,59.229,60.733,55.256,97.600,0.1641,0.1107,0.1115,0.1891,0.1051,0.1259,55.342,56.340
2529,07/23/22 08:00:00 AM,0.000,59.229,60.690,55.690,97.500,0.1645,0.1107,0.1115,0.1891,0.1056,0.1259,55.733,57.204
2530,07/23/22 08:30:00 AM,0.000,59.229,60.690,55.690,96.600,0.1645,0.1107,0.1115,0.1891,0.1051,0.1263,55.906,57.807
2531,07/23/22 09:00:00 AM,0.000,59.229,60.690,56.901,94.900,0.1641,0.1107,0.1119,0.1891,0.1056,0.1263,56.944,60.647
2532,07/23/22 09:30:00 AM,0.000,59.229,60.690,58.971,92.800,0.1641,0.1111,0.1119,0.1891,0.1051,0.1263,59.229,64.974
2533,07/23/22 10:00:00 AM,0.000,59.185,60.733,59.142,91.300,0.1637,0.1107,0.1115,0.1891,0.1051,0.1263,58.885,64.931
2534,07/23/22 10:30:00 AM,0.000,59.229,60.818,60.604,88.300,0.1641,0.1107,0.1115,0.1891,0.1051,0.1259,60.174,69.300
2535,07/23/22 11:00:00 AM,0.000,59.185,60.861,63.475,84.600,0.1637,0.1107,0.1115,0.1891,0.1051,0.1259,62.962,74.077
2536,07/23/22 11:30:00 AM,0.000,59.185,60.991,67.329,79.800,0.1637,0.1107,0.1107,0.1891,0.1043,0.1259,66.814,80.008
2537,07/23/22 12:00:00 PM,0.000,59.185,61.162,70.716,74.400,0.1637,0.1107,0.1102,0.1891,0.1039,0.1255,69.858,82.620
2538,07/23/22 12:30:00 PM,0.000,59.185,61.462,72.912,71.700,0.1633,0.1102,0.1094,0.1883,0.1039,0.1251,71.661,83.199
2539,07/23/22 01:00:00 PM,0.000,59.185,61.891,75.160,63.100,0.1628,0.1102,0.1085,0.1874,0.1034,0.1251,73.126,84.677
2540,07/23/22 01:30:00 PM,0.000,59.185,62.362,75.594,64.600,0.1628,0.1098,0.1077,0.1870,0.1030,0.1246,74.467,85.667
2541,07/23/22 02:00:00 PM,0.000,59.185,62.919,76.071,61.900,0.1624,0.1098,0.1073,0.1866,0.1026,0.1242,74.640,86.664
2542,07/23/22 02:30:00 PM,0.000,59.142,63.475,76.593,62.100,0.1624,0.1098,0.1068,0.1862,0.1026,0.1242,75.333,95.616
2543,07/23/22 03:00:00 PM,0.000,59.142,64.074,76.942,59.900,0.1624,0.1102,0.1064,0.1857,0.1026,0.1238,74.554,103.078
2544,07/23/22 03:30:00 PM,0.000,59.099,64.674,77.639,59.800,0.1624,0.1102,0.1060,0.1857,0.1022,0.1238,76.203,98.528
2545,07/23/22 04:00:00 PM,0.000,59.099,65.102,75.594,57.400,0.1620,0.1102,0.1056,0.1853,0.1022,0.1234,74.899,88.810
2546,07/23/22 04:30:00 PM,0.000,59.099,65.487,76.158,59.800,0.1620,0.1102,0.1051,0.1853,0.1022,0.1234,76.158,92.104
2547,07/23/22 05:00:00 PM,0.000,59.099,65.788,75.333,61.700,0.1620,0.1102,0.1047,0.1853,0.1022,0.1234,75.333,90.657
2548,07/23/22 05:30:00 PM,0.000,59.099,65.959,74.163,60.700,0.1620,0.1102,0.1047,0.1849,0.1022,0.1234,74.381,85.622
2549,07/23/22 06:00:00 PM,0.000,59.099,66.000,72.696,61.200,0.1620,0.1102,0.1043,0.1849,0.1022,0.1234,73.256,80.051
2550,07/23/22 06:30:00 PM,0.000,59.099,65.959,70.887,62.100,0.1620,0.1102,0.1043,0.1849,0.1022,0.1230,71.748,78.382
2551,07/23/22 07:00:00 PM,0.000,59.099,65.829,68.013,64.700,0.1620,0.1102,0.1043,0.1849,0.1026,0.1234,69.557,69.427
2552,07/23/22 07:30:00 PM,0.000,59.099,65.615,65.059,65.800,0.1624,0.1102,0.1043,0.1849,0.1026,0.1238,66.214,63.219
2553,07/23/22 08:00:00 PM,0.000,59.099,65.359,62.791,68.000,0.1624,0.1102,0.1043,0.1853,0.1030,0.1238,64.845,60.517
2554,07/23/22 08:30:00 PM,0.000,59.056,65.102,62.062,69.400,0.1624,0.1102,0.1043,0.1853,0.1030,0.1238,64.033,59.272
2555,07/23/22 09:00:00 PM,0.000,59.056,64.803,61.162,71.500,0.1628,0.1102,0.1047,0.1853,0.1030,0.1238,63.219,58.066
2556,07/23/22 09:30:00 PM,0.000,59.056,64.503,59.272,76.800,0.1624,0.1102,0.1047,0.1857,0.1030,0.1238,60.904,56.383
2557,07/23/22 10:00:00 PM,0.000,59.056,64.204,56.988,80.100,0.1628,0.1102,0.1047,0.1857,0.1034,0.1238,58.885,54.126
2558,07/23/22 10:30:00 PM,0.000,59.056,63.946,56.340,81.700,0.1624,0.1102,0.1051,0.1857,0.1034,0.1238,58.626,53.298
2559,07/23/22 11:00:00 PM,0.000,59.056,63.648,56.728,81.300,0.1624,0.1102,0.1051,0.1857,0.1034,0.1238,59.185,53.645
2560,07/23/22 11:30:00 PM,0.000,59.099,63.390,57.420,80.100,0.1624,0.1098,0.1051,0.1862,0.1034,0.1238,59.099,53.820
2561,07/24/22 12:00:00 AM,0.000,59.099,63.133,56.340,83.400,0.1624,0.1098,0.1056,0.1862,0.1034,0.1238,58.626,52.817
2562,07/24/22 12:30:00 AM,0.000,59.099,62.875,55.690,85.800,0.1624,0.1098,0.1056,0.1862,0.1034,0.1238,57.807,52.729
2563,07/24/22 01:00:00 AM,0.000,59.099,62.620,56.512,85.700,0.1624,0.1098,0.1060,0.1862,0.1034,0.1242,58.669,53.341
2564,07/24/22 01:30:00 AM,0.000,59.099,62.406,56.642,85.700,0.1628,0.1098,0.1060,0.1866,0.1034,0.1242,58.928,53.602
2565,07/24/22 02:00:00 AM,0.000,59.099,62.191,57.722,84.800,0.1628,0.1098,0.1060,0.1866,0.1034,0.1242,59.014,54.995
2566,07/24/22 02:30:00 AM,0.000,59.099,62.019,55.125,88.700,0.1624,0.1094,0.1064,0.1866,0.1039,0.1242,56.340,51.544
2567,07/24/22 03:00:00 AM,0.000,59.099,61.848,54.082,92.000,0.1624,0.1094,0.1064,0.1866,0.1034,0.1242,54.734,51.105
2568,07/24/22 03:30:00 AM,0.000,59.099,61.677,52.115,94.100,0.1624,0.1094,0.1064,0.1866,0.1034,0.1242,52.903,49.870
2569,07/24/22 04:00:00 AM,0.000,59.099,61.506,52.335,95.300,0.1624,0.1098,0.1064,0.1870,0.1034,0.1242,53.384,49.914
2570,07/24/22 04:30:00 AM,0.000,59.099,61.333,52.378,96.000,0.1628,0.1098,0.1064,0.1870,0.1039,0.1242,53.951,50.311
2571,07/24/22 05:00:00 AM,0.000,59.099,61.162,52.378,95.900,0.1624,0.1094,0.1068,0.1870,0.1034,0.1242,53.602,49.825
2572,07/24/22 05:30:00 AM,0.000,59.099,60.991,53.078,95.900,0.1624,0.1094,0.1068,0.1874,0.1039,0.1242,54.212,50.841
2573,07/24/22 06:00:00 AM,0.000,59.099,60.861,51.413,96.300,0.1628,0.1098,0.1073,0.1870,0.1034,0.1246,52.246,49.782
2574,07/24/22 06:30:00 AM,0.000,59.099,60.690,52.466,97.000,0.1628,0.1094,0.1073,0.1874,0.1039,0.1246,54.037,50.886
2575,07/24/22 07:00:00 AM,0.000,59.099,60.561,56.079,94.100,0.1624,0.1094,0.1073,0.1874,0.1039,0.1246,58.411,54.952
2576,07/24/22 07:30:00 AM,0.000,59.099,60.433,60.303,87.400,0.1628,0.1094,0.1073,0.1874,0.1039,0.1246,61.547,65.959
2577,07/24/22 08:00:00 AM,0.000,59.099,60.346,63.518,81.600,0.1624,0.1094,0.1068,0.1874,0.1039,0.1251,63.862,76.986
2578,07/24/22 08:30:00 AM,0.000,59.099,60.346,65.658,76.900,0.1624,0.1094,0.1064,0.1874,0.1034,0.1246,64.717,88.214
2579,07/24/22 09:00:00 AM,0.000,59.099,60.390,67.071,74.900,0.1624,0.1090,0.1060,0.1874,0.1034,0.1246,65.316,97.063
2580,07/24/22 09:30:00 AM,0.000,59.099,60.474,69.771,75.800,0.1620,0.1090,0.1056,0.1874,0.1030,0.1246,68.742,108.777
2581,07/24/22 10:00:00 AM,0.000,59.099,60.604,71.620,72.000,0.1620,0.1090,0.1051,0.1874,0.1026,0.1242,70.286,108.081
2582,07/24/22 10:30:00 AM,0.000,59.099,60.775,72.783,73.700,0.1616,0.1090,0.1047,0.1870,0.1026,0.1242,71.920,94.230
2583,07/24/22 11:00:00 AM,0.000,59.099,60.948,74.295,68.900,0.1616,0.1085,0.1039,0.1866,0.1026,0.1238,72.997,89.776
2584,07/24/22 11:30:00 AM,0.000,59.099,61.205,78.033,63.000,0.1611,0.1085,0.1034,0.1857,0.1017,0.1234,76.289,90.286
2585,07/24/22 12:00:00 PM,0.000,59.056,61.462,80.139,61.400,0.1611,0.1085,0.1026,0.1853,0.1013,0.1234,77.509,92.010
2586,07/24/22 12:30:00 PM,0.000,59.056,61.848,80.316,63.300,0.1607,0.1081,0.1022,0.1845,0.1013,0.1234,78.251,92.386
2587,07/24/22 01:00:00 PM,0.000,59.056,62.362,81.376,59.000,0.1607,0.1081,0.1013,0.1840,0.1009,0.1230,79.216,93.612
2588,07/24/22 01:30:00 PM,0.000,59.014,62.962,82.530,57.700,0.1607,0.1081,0.1009,0.1836,0.1005,0.1225,80.802,94.563
2589,07/24/22 02:00:00 PM,0.000,59.014,63.561,85.262,54.800,0.1603,0.1081,0.1005,0.1836,0.1000,0.1221,82.353,96.240
2590,07/24/22 02:30:00 PM,0.000,59.014,64.204,86.437,52.700,0.1603,0.1077,0.0996,0.1832,0.1000,0.1221,84.632,107.656
2591,07/24/22 03:00:00 PM,0.000,59.014,64.845,86.709,44.900,0.1603,0.1081,0.0992,0.1828,0.0996,0.1217,85.984,110.291
2592,07/24/22 03:30:00 PM,0.000,58.971,65.444,87.483,44.900,0.1603,0.1081,0.0988,0.1823,0.0992,0.1213,86.936,107.496
2593,07/24/22 04:00:00 PM,0.000,58.971,65.959,86.527,48.000,0.1599,0.1081,0.0983,0.1815,0.0992,0.1208,86.799,95.904
2594,07/24/22 04:30:00 PM,0.000,58.971,66.344,85.082,46.900,0.1603,0.1085,0.0979,0.1815,0.0992,0.1208,85.262,99.563
2595,07/24/22 05:00:00 PM,0.000,58.971,66.686,85.622,45.100,0.1599,0.1081,0.0975,0.1811,0.0992,0.1208,85.802,99.613
2596,07/24/22 05:30:00 PM,0.000,58.971,66.900,85.262,45.000,0.1599,0.1085,0.0975,0.1811,0.0992,0.1208,86.164,96.724
2597,07/24/22 06:00:00 PM,0.000,58.971,66.985,82.976,48.000,0.1599,0.1085,0.0971,0.1811,0.0992,0.1208,84.900,89.177
2598,07/24/22 06:30:00 PM,0.000,58.971,66.985,82.396,49.000,0.1599,0.1085,0.0967,0.1811,0.0996,0.1208,84.094,91.170
2599,07/24/22 07:00:00 PM,0.000,58.971,66.900,78.296,55.600,0.1599,0.1085,0.0967,0.1811,0.0996,0.1204,80.935,79.347
2600,07/24/22 07:30:00 PM,0.000,58.971,66.729,74.381,63.500,0.1603,0.1085,0.0967,0.1811,0.0996,0.1208,76.768,71.791
2601,07/24/22 08:00:00 PM,0.000,58.971,66.515,73.688,64.000,0.1603,0.1085,0.0971,0.1811,0.1005,0.1208,76.375,70.543
2602,07/24/22 08:30:00 PM,0.000,58.971,66.258,72.739,64.200,0.1603,0.1085,0.0971,0.1815,0.1005,0.1208,75.376,69.129
2603,07/24/22 09:00:00 PM,0.000,58.971,66.043,70.329,67.800,0.1607,0.1085,0.0971,0.1811,0.1005,0.1213,72.480,66.729
2604,07/24/22 09:30:00 PM,0.000,58.971,65.788,70.158,66.500,0.1607,0.1085,0.0975,0.1815,0.1009,0.1208,71.490,66.472
2605,07/24/22 10:00:00 PM,0.000,58.971,65.530,70.416,65.400,0.1607,0.1085,0.0975,0.1819,0.1009,0.1213,72.307,66.558
2606,07/24/22 10:30:00 PM,0.000,58.971,65.316,69.557,65.900,0.1603,0.1085,0.0975,0.1823,0.1009,0.1217,72.007,65.615
2607,07/24/22 11:00:00 PM,0.000,58.971,65.102,69.170,66.700,0.1607,0.1085,0.0979,0.1823,0.1009,0.1217,71.661,65.444
2608,07/24/22 11:30:00 PM,0.000,58.971,64.888,68.443,68.800,0.1603,0.1085,0.0979,0.1823,0.1009,0.1217,71.704,64.845
2609,07/25/22 12:00:00 AM,0.000,58.971,64.674,67.285,72.200,0.1607,0.1085,0.0979,0.1828,0.1009,0.1217,70.072,63.433
2610,07/25/22 12:30:00 AM,0.000,58.971,64.503,66.214,76.500,0.1603,0.1085,0.0983,0.1823,0.1009,0.1217,68.443,63.048
2611,07/25/22 01:00:00 AM,0.000,58.971,64.332,65.230,79.900,0.1607,0.1081,0.0983,0.1828,0.1009,0.1217,66.943,61.891
2612,07/25/22 01:30:00 AM,0.000,59.014,64.117,65.444,78.400,0.1607,0.1081,0.0988,0.1828,0.1013,0.1217,66.772,62.577
2613,07/25/22 02:00:00 AM,0.000,58.971,63.946,65.017,80.600,0.1607,0.1085,0.0988,0.1828,0.1013,0.1221,66.130,61.761
2614,07/25/22 02:30:00 AM,0.000,59.014,63.819,63.946,81.400,0.1611,0.1081,0.0988,0.1832,0.1013,0.1221,65.059,60.904
2615,07/25/22 03:00:00 AM,0.000,59.014,63.648,63.090,83.800,0.1607,0.1081,0.0992,0.1832,0.1013,0.1221,64.247,60.433
2616,07/25/22 03:30:00 AM,0.000,59.014,63.475,62.362,84.800,0.1607,0.1081,0.0992,0.1832,0.1013,0.1221,63.347,59.659
2617,07/25/22 04:00:00 AM,0.000,59.014,63.304,62.406,84.800,0.1611,0.1081,0.0996,0.1832,0.1013,0.1221,63.475,60.174
2618,07/25/22 04:30:00 AM,0.000,59.014,63.176,61.633,87.900,0.1616,0.1081,0.0996,0.1836,0.1013,0.1221,62.791,58.842
2619,07/25/22 05:00:00 AM,0.000,59.014,63.005,60.132,90.500,0.1611,0.1081,0.0996,0.1836,0.1013,0.1217,61.590,57.722
2620,07/25/22 05:30:00 AM,0.000,59.056,62.875,59.788,91.000,0.1616,0.1081,0.1000,0.1836,0.1017,0.1221,61.506,57.247
2621,07/25/22 06:00:00 AM,0.000,59.056,62.748,59.745,91.900,0.1611,0.1081,0.1000,0.1836,0.1017,0.1221,60.647,57.290
2622,07/25/22 06:30:00 AM,0.000,59.056,62.577,61.248,90.900,0.1616,0.1081,0.1000,0.1840,0.1017,0.1221,62.791,59.229
2623,07/25/22 07:00:00 AM,0.000,59.056,62.447,64.418,89.000,0.1611,0.1081,0.1000,0.1840,0.1017,0.1225,66.729,63.219
2624,07/25/22 07:30:00 AM,0.000,59.099,62.362,70.630,77.900,0.1611,0.1081,0.1000,0.1840,0.1017,0.1225,70.759,74.077
2625,07/25/22 08:00:00 AM,0.000,59.099,62.276,73.083,74.600,0.1611,0.1077,0.1000,0.1840,0.1017,0.1221,72.653,86.164
2626,07/25/22 08:30:00 AM,0.000,59.099,62.319,74.467,70.700,0.1611,0.1077,0.0996,0.1840,0.1013,0.1221,72.869,95.040
2627,07/25/22 09:00:00 AM,0.000,59.099,62.406,75.117,69.900,0.1607,0.1077,0.0988,0.1840,0.1009,0.1221,73.472,103.231
2628,07/25/22 09:30:00 AM,0.000,59.099,62.533,77.990,67.300,0.1607,0.1077,0.0983,0.1840,0.1009,0.1217,76.289,114.634
2629,07/25/22 10:00:00 AM,0.000,59.099,62.661,80.096,64.900,0.1603,0.1077,0.0975,0.1836,0.1005,0.1217,79.435,114.350
2630,07/25/22 10:30:00 AM,0.000,59.099,62.875,81.642,59.900,0.1603,0.1073,0.0971,0.1832,0.1000,0.1213,80.184,101.509
2631,07/25/22 11:00:00 AM,0.000,59.099,63.090,83.377,55.600,0.1599,0.1073,0.0962,0.1823,0.0996,0.1213,81.466,97.599
2632,07/25/22 11:30:00 AM,0.000,59.099,63.347,85.939,52.200,0.1594,0.1068,0.0954,0.1815,0.0992,0.1208,84.137,97.648
2633,07/25/22 12:00:00 PM,0.000,59.142,63.604,88.443,50.300,0.1594,0.1064,0.0950,0.1811,0.0983,0.1204,86.936,99.811
2634,07/25/22 12:30:00 PM,0.000,59.142,63.990,90.891,51.900,0.1590,0.1064,0.0941,0.1806,0.0983,0.1200,89.870,101.660
2635,07/25/22 01:00:00 PM,0.000,59.142,64.503,92.667,54.600,0.1590,0.1060,0.0937,0.1802,0.0979,0.1191,90.612,104.153
2636,07/25/22 01:30:00 PM,0.000,59.099,65.102,92.527,49.500,0.1590,0.1060,0.0928,0.1794,0.0975,0.1191,90.379,103.640
2637,07/25/22 02:00:00 PM,0.000,59.099,65.745,94.230,48.900,0.1590,0.1060,0.0924,0.1789,0.0971,0.1191,93.328,104.929
2638,07/25/22 02:30:00 PM,0.000,59.056,66.385,95.472,43.300,0.1586,0.1060,0.0916,0.1785,0.0967,0.1187,93.659,116.359
2639,07/25/22 03:00:00 PM,0.000,59.056,67.028,95.711,45.100,0.1586,0.1064,0.0911,0.1781,0.0967,0.1183,93.612,121.860
2640,07/25/22 03:30:00 PM,0.000,59.056,67.627,95.855,44.100,0.1590,0.1064,0.0907,0.1777,0.0967,0.1183,95.088,116.708
2641,07/25/22 04:00:00 PM,0.000,59.056,68.142,96.096,43.500,0.1586,0.1064,0.0899,0.1777,0.0962,0.1179,95.904,104.256
2642,07/25/22 04:30:00 PM,0.000,59.099,68.527,96.435,45.100,0.1586,0.1064,0.0899,0.1773,0.0962,0.1179,96.289,109.639
2643,07/25/22 05:00:00 PM,0.000,59.056,68.828,94.991,42.500,0.1586,0.1060,0.0894,0.1768,0.0962,0.1179,95.374,107.443
2644,07/25/22 05:30:00 PM,0.000,59.099,69.042,92.809,40.100,0.1586,0.1064,0.0890,0.1768,0.0962,0.1174,94.276,104.565
2645,07/25/22 06:00:00 PM,0.000,59.099,69.085,89.638,42.100,0.1582,0.1064,0.0886,0.1764,0.0962,0.1174,92.291,93.992
2646,07/25/22 06:30:00 PM,0.000,59.099,68.999,87.757,46.900,0.1586,0.1064,0.0886,0.1764,0.0967,0.1179,89.870,95.279
2647,07/25/22 07:00:00 PM,0.000,59.099,68.871,82.575,51.700,0.1586,0.1068,0.0882,0.1768,0.0967,0.1174,86.482,82.085
2648,07/25/22 07:30:00 PM,0.000,59.099,68.698,77.421,58.900,0.1590,0.1068,0.0886,0.1768,0.0971,0.1179,80.404,74.597
2649,07/25/22 08:00:00 PM,0.000,59.099,68.400,75.463,61.700,0.1586,0.1068,0.0886,0.1768,0.0975,0.1179,78.382,72.264
2650,07/25/22 08:30:00 PM,0.000,59.099,68.142,76.071,55.500,0.1590,0.1068,0.0886,0.1773,0.0975,0.1179,79.392,72.739
2651,07/25/22 09:00:00 PM,0.000,59.099,67.842,75.810,55.700,0.1590,0.1068,0.0890,0.1773,0.0975,0.1179,79.173,71.920
2652,07/25/22 09:30:00 PM,0.000,59.099,67.586,74.597,56.400,0.1590,0.1068,0.0890,0.1777,0.0979,0.1183,77.553,70.630
2653,07/25/22 10:00:00 PM,0.000,59.099,67.285,71.834,60.600,0.1590,0.1064,0.0890,0.1773,0.0979,0.1183,74.206,67.028
2654,07/25/22 10:30:00 PM,0.000,59.099,66.985,72.351,59.700,0.1590,0.1068,0.0894,0.1777,0.0979,0.1183,75.681,67.500
2655,07/25/22 11:00:00 PM,0.000,59.142,66.729,71.834,60.900,0.1590,0.1064,0.0899,0.1777,0.0979,0.1183,74.511,67.842
2656,07/25/22 11:30:00 PM,0.000,59.142,66.472,70.846,61.900,0.1590,0.1064,0.0899,0.1781,0.0979,0.1187,72.178,67.971
2657,07/26/22 12:00:00 AM,0.000,59.142,66.258,70.201,64.800,0.1590,0.1064,0.0903,0.1781,0.0979,0.1187,72.007,66.943
2658,07/26/22 12:30:00 AM,0.000,59.142,66.043,68.785,66.100,0.1590,0.1064,0.0903,0.1781,0.0979,0.1187,70.158,65.188
2659,07/26/22 01:00:00 AM,0.000,59.185,65.829,68.400,68.700,0.1590,0.1064,0.0907,0.1785,0.0979,0.1187,70.459,64.332
2660,07/26/22 01:30:00 AM,0.000,59.185,65.615,68.013,68.700,0.1594,0.1064,0.0907,0.1785,0.0979,0.1191,69.514,64.375
2661,07/26/22 02:00:00 AM,0.000,59.185,65.403,67.928,68.200,0.1590,0.1068,0.0907,0.1785,0.0983,0.1191,69.557,65.059
2662,07/26/22 02:30:00 AM,0.000,59.229,65.188,66.900,70.500,0.1594,0.1064,0.0911,0.1785,0.0983,0.1191,68.484,63.648
2663,07/26/22 03:00:00 AM,0.000,59.229,65.017,66.301,72.300,0.1594,0.1064,0.0911,0.1789,0.0983,0.1191,67.543,63.262
2664,07/26/22 03:30:00 AM,0.000,59.229,64.845,65.530,74.300,0.1594,0.1064,0.0916,0.1789,0.0983,0.1191,66.857,62.319
2665,07/26/22 04:00:00 AM,0.000,59.229,64.674,64.674,75.900,0.1594,0.1064,0.0916,0.1789,0.0983,0.1191,65.916,61.633
2666,07/26/22 04:30:00 AM,0.000,59.272,64.503,64.161,78.500,0.1599,0.1060,0.0920,0.1794,0.0983,0.1191,65.145,61.590
2667,07/26/22 05:00:00 AM,0.000,59.272,64.332,63.347,79.700,0.1594,0.1060,0.0920,0.1794,0.0983,0.1196,64.589,60.474
2668,07/26/22 05:30:00 AM,0.000,59.272,64.161,62.577,81.100,0.1594,0.1060,0.0920,0.1794,0.0983,0.1196,64.204,60.217
2669,07/26/22 06:00:00 AM,0.000,59.315,64.033,62.919,80.500,0.1594,0.1060,0.0924,0.1794,0.0983,0.1196,64.074,60.390
2670,07/26/22 06:30:00 AM,0.000,59.315,63.862,63.390,81.200,0.1594,0.1060,0.0924,0.1798,0.0983,0.1191,64.717,61.032
2671,07/26/22 07:00:00 AM,0.000,59.315,63.732,65.745,81.100,0.1594,0.1060,0.0924,0.1794,0.0988,0.1196,67.714,64.503
2672,07/26/22 07:30:00 AM,0.000,59.358,63.561,72.653,73.900,0.1594,0.1060,0.0924,0.1798,0.0983,0.1191,73.256,72.955
